TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
edu.osu.cs362.FreqTableExampleOriginal,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,65,0.3,2,11,30,77332,1492492498031,0.9629629629629629,111111111101111111111111111111111111111111111110111111,0.8275862068965517,11111111001101111110101111111,0.8,11011,1,1,2,2,0.8581081081081081,1110111111111110111111111111111111111111011110110111111111111111111111111111111111111001111100111111111000000000011111111111110111111011111111111111,0.3333333333333333,100010,1.0,1111,1.0,1111,0.5172413793103449,11111111000111111000000100000
